"","ID","city","year","weekofyear","trimester","ndvi","precipitation","air_temp_mean","diur_temp_range","humidity","total_cases","cases"
"369",369,"sj",1997,22,"T2",0.336625400089674,0.16410650281618,0.614164305877778,0.0895813047712784,0.565338124798375,7,"low"
"370",370,"sj",1997,23,"T2",0.361003791936787,0.302995391705069,0.576392823440093,0.0418695228823835,0.646357399548589,14,"low"
"371",371,"sj",1997,24,"T2",0.38533834815699,0,0.709348441858714,0.10321324245382,0.67510617445553,4,"low"
"372",372,"sj",1997,25,"T2",0.344511106680146,0.00622119815668203,0.757695939537588,0.106134371957416,0.701078079057009,9,"low"
"373",373,"sj",1997,26,"T2",0.330985230063262,0.0888120839733743,0.715014164257416,0.0564751703990027,0.688010454107625,14,"low"
"374",374,"sj",1997,27,"T3",0.399853418022032,0.099436763952893,0.748253068961222,0.106134371957416,0.676902972885784,7,"low"
"375",375,"sj",1997,28,"T3",0.327177158748414,0.0150281618023554,0.773748819689282,0.0730282375851406,0.700914733748287,9,"low"
"376",376,"sj",1997,29,"T3",0.271790957299393,0.0625192012288786,0.721624173700538,0.0808179162611706,0.712675596216453,3,"low"
"377",377,"sj",1997,30,"T3",0.243525122037834,0.105837173579109,0.703682719592211,0.0282375851998421,0.72378307742686,3,"low"
"378",378,"sj",1997,31,"T3",0.432037665213429,0.0765488991295443,0.724645892321987,0.094449853943712,0.674779483826649,14,"low"
"379",379,"sj",1997,32,"T3",0.344123932486714,0.0501024065540195,0.748064211473017,0.0788704965923335,0.739137536755536,12,"low"
"380",380,"sj",1997,33,"T3",0.30405751279511,0.147593445980543,0.68800755428472,0.075949367088737,0.717249264952168,10,"low"
"381",381,"sj",1997,34,"T3",0.395514946797008,0.0520993343573989,0.677620396531735,0.0457643622200578,0.729010127408901,21,"low"
"382",382,"sj",1997,35,"T3",0.384057128332356,0.242498719918075,0.744287063295346,0.0506329113924914,0.739464227384416,26,"low"
"383",383,"sj",1997,36,"T3",0.408761827389609,0.0226062467997952,0.727478753587445,0.0486854917236542,0.753838614837886,47,"low"
"384",384,"sj",1997,37,"T3",0.363254872911403,0.0293650793650794,0.781680831021027,0.0837390457640855,0.837961450511006,42,"low"
"385",385,"sj",1997,38,"T3",0.302811787674992,0.220532514080901,0.799433427773348,0.0837390457640855,0.813296308402178,31,"low"
"386",386,"sj",1997,39,"T3",0.36782544106886,0.0337429595494112,0.764683663824921,0.0710808179163034,0.698954590009309,34,"low"
"387",387,"sj",1997,40,"T4",0.39053986855925,0.118151561699949,0.726723323899031,0.0525803310613285,0.811662855280646,33,"low"
"388",388,"sj",1997,41,"T4",0.275818609064295,0.179953917050691,0.783758262465865,0.0876338851024413,0.754001960146609,52,"low"
"389",389,"sj",1997,42,"T4",0.356555607317822,0.254301075268817,0.640226628938253,0.0331061343722757,0.710225416528439,56,"low"
"390",390,"sj",1997,43,"T4",0.604132355213261,0.206989247311828,0.657412653490365,0.135345666991336,0.69781117282538,70,"low"
"391",391,"sj",1997,44,"T4",0.533743066809942,0.00199692780337942,0.759584513626428,0.0915287244401155,0.667265599476751,112,"low"
"392",392,"sj",1997,45,"T4",0.408374682531682,0.00532514080901178,0.713314447524582,0.0467380720548171,0.615158444953635,70,"low"
"393",393,"sj",1997,46,"T4",0.340971874320006,0.0482078853046595,0.667799811111159,0.0603700097373585,0.577262332575265,47,"low"
"394",394,"sj",1997,47,"T4",0.293167949754884,0.129416282642089,0.64192634553888,0.0301850048686793,0.688663835353951,48,"low"
"395",395,"sj",1997,48,"T4",0.476385154787517,0.0121863799283154,0.658923512734994,0.0574488802337621,0.692420777523183,49,"low"
"396",396,"sj",1997,49,"T4",0.483844754777866,0.00770609318996416,0.637204910316797,0.0350535540411128,0.604377654360674,66,"low"
"397",397,"sj",1997,50,"T4",0.391016835941404,0,0.726723323899031,0.0895813047712784,0.550473701407302,56,"low"
"398",398,"sj",1997,51,"T4",0.430058985362056,0,0.661378659156241,0.075949367088737,0.506533812480409,61,"low"
"399",399,"sj",1997,52,"T4",0.398746350521667,0.0576548899129544,0.605288007501621,0.0827653359300077,0.570401829471693,67,"low"
"400",400,"sj",1998,1,"T1",0.281196280795989,0.11715409134764,0.537544226706964,0.241735923966797,0.575220290246636,64,"low"
"401",401,"sj",1998,2,"T1",0.340565732626823,0.0271121351766513,0.554107648689487,0.0545277507301656,0.531362299909395,68,"low"
"402",402,"sj",1998,3,"T1",0.31396074657068,0.273860727086534,0.393578847965762,0.0360272638751906,0.513721006212861,49,"low"
"403",403,"sj",1998,4,"T1",0.430379287175125,0,0.525590179339964,0.0710808179163034,0.476314929760661,50,"low"
"404",404,"sj",1998,5,"T1",0.345783777300297,0.0197644649257552,0.536543909293165,0.0671859785786292,0.439725579874942,56,"low"
"405",405,"sj",1998,6,"T1",0.207312714599438,0,0.521246458962091,0.130477117818903,0.416857236196369,75,"low"
"406",406,"sj",1998,7,"T1",0.378269874271753,0.365079365079365,0.584702549616041,0.109055501460331,0.614341718398586,63,"low"
"407",407,"sj",1998,8,"T1",0.464543179495721,0,0.390557129344306,0.0603700097373585,0.205488402489718,62,"low"
"408",408,"sj",1998,9,"T1",0.422440345023598,0,0.562795089709646,0.0632911392402734,0.43008820646591,41,"low"
"409",409,"sj",1998,10,"T1",0.362635265125687,0,0.399244570364464,0.101265822784983,0.368180333225038,50,"low"
"410",410,"sj",1998,11,"T1",0.368282824905647,0,0.481586402303367,0.0593962999025992,0.499183273439234,34,"low"
"411",411,"sj",1998,12,"T1",0.395708545767619,0,0.467988668572921,0.0788704965923335,0.303168899049825,31,"low"
"412",412,"sj",1998,13,"T1",0.395308760100646,0,0.511237016053309,0.0817916260952484,0.43041489709479,38,"low"
"413",413,"sj",1998,14,"T2",0.310705414851971,0.1868407578085,0.450613786532604,0.0798442064264112,0.489709245350359,30,"low"
"414",414,"sj",1998,15,"T2",0.287141204817512,0.030747567844342,0.427762039581789,0.111976630963928,0.448219536100046,32,"low"
"415",415,"sj",1998,16,"T2",0.300431965738745,0,0.507271010387433,0.0545277507301656,0.535935968645109,26,"low"
"416",416,"sj",1998,17,"T2",0.344133893986252,0.0568868407578085,0.409820585473462,0.0545277507301656,0.377164325387744,30,"low"
"417",417,"sj",1998,18,"T2",0.39777798548247,0.183410138248848,0.651746931091663,0.068159688412707,0.630676249591033,36,"low"
"418",418,"sj",1998,19,"T2",0.364701395516123,0,0.594523135036625,0.0564751703990027,0.515191114014236,35,"low"
"419",419,"sj",1998,20,"T2",0.308624632074962,0.142754736303123,0.603399433412781,0.154819863680389,0.547370140484396,46,"low"
"420",420,"sj",1998,21,"T2",0.310097260485791,0.144393241167435,0.712370160480163,0.100292112950223,0.788794511602072,48,"low"
"421",421,"sj",1998,22,"T2",0.32497803095418,0.0406041986687148,0.68838526912893,0.0564751703990027,0.777033649133906,44,"low"
"422",422,"sj",1998,23,"T2",0.282487466310948,0.0209677419354839,0.658734655378988,0.0662122687438699,0.691767396276857,51,"low"
"423",423,"sj",1998,24,"T2",0.471356210973798,0.220711725550435,0.809254013193932,0.0730282375851406,0.831917673962483,59,"low"
"424",424,"sj",1998,25,"T2",0.367580393209177,0.126779313876088,0.777525967866954,0.0701071080815441,0.701894805623492,71,"low"
"425",425,"sj",1998,26,"T2",0.302350759250869,0.184536610343062,0.701794145371172,0.068159688412707,0.772296635089468,102,"low"
"426",426,"sj",1998,27,"T3",0.362738526105329,0.0513568868407578,0.787913125619938,0.0642648490750327,0.7504083632861,128,"low"
"427",427,"sj",1998,28,"T3",0.318611052823091,0.138376856118792,0.769027384335,0.0642648490750327,0.763312642926761,127,"low"
"428",428,"sj",1998,29,"T3",0.250511744274787,0.0266769073220686,0.75372993387172,0.0925024342748749,0.686050310357213,150,"low"
"429",429,"sj",1998,30,"T3",0.364622871352329,0.175985663082437,0.685741265351685,0.0360272638751906,0.712348905587573,191,"moderate"
"430",430,"sj",1998,31,"T3",0.483695101791543,0.0410394265232975,0.717280453190459,0.0467380720548171,0.781117281932017,256,"moderate"
"431",431,"sj",1998,32,"T3",0.32901563164626,0.066026625704045,0.796789423996102,0.106134371957416,0.79075465534105,329,"severe"
"432",432,"sj",1998,33,"T3",0.367346870012401,0.0984126984126984,0.797544853684516,0.0623174294061956,0.834694544267943,263,"moderate"
"433",433,"sj",1998,34,"T3",0.371789116286879,0.0623143881208397,0.757695939537588,0.0253164556962457,0.834041163021617,220,"moderate"
"434",434,"sj",1998,35,"T3",0.344391346574009,0.24726062467998,0.771104815912037,0.0895813047712784,0.836001306760595,204,"moderate"
"435",435,"sj",1998,36,"T3",0.321549602989402,0.122222222222222,0.799999999973565,0.105160662122657,0.822443645873607,181,"moderate"
"436",436,"sj",1998,37,"T3",0.32552382641707,0.186200716845878,0.728611897987863,0.0457643622200578,0.801372100625288,99,"low"
"437",437,"sj",1998,38,"T3",0.343508738996124,0.0896825396825397,0.786779981087321,0.0564751703990027,0.815419797449878,54,"low"
"438",438,"sj",1998,39,"T3",0.379781532874292,0.212160778289811,0.72634560905482,0.0340798442063535,0.785037569421407,80,"low"
"439",439,"sj",1998,40,"T4",0.308633963559594,0.572478238607271,0.788101982975944,0.0983446932813862,0.725579875857115,102,"low"
"440",440,"sj",1998,41,"T4",0.319031081385844,0.0851510496671787,0.803399433439224,0.0671859785786292,0.766416203861102,127,"low"
"441",441,"sj",1998,42,"T4",0.382391806160802,0.066410650281618,0.814353163392425,0.0905550146053562,0.729010127408901,73,"low"
"442",442,"sj",1998,43,"T4",0.364483192437903,0.0821556579621096,0.741831916874099,0.0525803310613285,0.765436131985896,68,"low"
"443",443,"sj",1998,44,"T4",0.195255239286723,0.467127496159754,0.689140698817344,0.049659201557732,0.761515844496507,64,"low"
"444",444,"sj",1998,45,"T4",0.372405776552748,0.311443932411674,0.663267233245073,0.0292112950339199,0.773930088211,55,"low"
"445",445,"sj",1998,46,"T4",0.251922659303142,0.0462621607782898,0.709537299346919,0.0486854917236542,0.703528258745024,67,"low"
"446",446,"sj",1998,47,"T4",0.549400683373955,0.281694828469022,0.534088763004124,0.00876338851010782,0.675922901010578,84,"low"
"447",447,"sj",1998,48,"T4",0.334889241053717,0,0.607743153922861,0.04479065238598,0.589023195031998,85,"low"
"448",448,"sj",1998,49,"T4",0.257578206582499,0.0572196620583717,0.484608120792617,0.0360272638751906,0.557007513881995,67,"low"
"449",449,"sj",1998,50,"T4",0.344107979419701,0.391551459293395,0.457223795975725,0,0.600294021562562,73,"low"
"450",450,"sj",1998,51,"T4",0.254118297429447,0.0429083461341526,0.582625118039004,0.0418695228823835,0.536589349891435,89,"low"
"451",451,"sj",1998,52,"T4",0.232677705597859,0,0.614353163365983,0.0525803310613285,0.554393988896691,68,"low"
"452",452,"sj",1999,53,"T4",0.155167361510944,0.11715409134764,0.537544226706964,0.241735923966797,0.575220290246636,59,"low"
"453",453,"sj",1999,1,"T1",0.302971763965421,0.116205837173579,0.537299338981578,0.0730282375851406,0.541653054564753,56,"low"
"454",454,"sj",1999,2,"T1",0.21748136890516,0,0.508593012276056,0.0214216163585714,0.431885004907599,77,"low"
"455",455,"sj",1999,3,"T1",0.234328343253477,0.12073732718894,0.426440037693159,0.0574488802337621,0.463410650119999,75,"low"
"456",456,"sj",1999,4,"T1",0.267148194462703,0,0.371104815859158,0.0282375851998421,0.383861483182594,47,"low"
"457",457,"sj",1999,5,"T1",0.402635316588546,0,0.282530689321344,0.0438169425512207,0.117281934007052,50,"low"
"458",458,"sj",1999,6,"T1",0.437027704559033,0,0.268744098234892,0.0379746835447093,0.0743221169553646,42,"low"
"459",459,"sj",1999,7,"T1",0.332084389549481,0.0477726574500768,0.341454202109216,0.0827653359300077,0.286997713166101,28,"low"
"460",460,"sj",1999,8,"T1",0.352562374482539,0.0611879160266257,0.172237960365333,0.0925024342748749,0.0888598497289919,37,"low"
"461",461,"sj",1999,9,"T1",0.300259401722563,0,0.384324834745395,0.0973709834466269,0.344658608300138,37,"low"
"462",462,"sj",1999,10,"T1",0.306767093892347,0,0.429272898958617,0.0769230769228148,0.253838614832169,27,"low"
"463",463,"sj",1999,11,"T1",0.351406932733472,0.0140809011776754,0.384324834745395,0.111976630963928,0.289121202225235,12,"low"
"464",464,"sj",1999,12,"T1",0.385321346136114,0.0134152585765489,0.474220963171832,0.101265822784983,0.337961450505289,15,"low"
"465",465,"sj",1999,13,"T1",0.260072721963991,0.0407322068612391,0.485552407969236,0.0652385589097921,0.459327017321887,22,"low"
"466",466,"sj",1999,14,"T2",0.385680623660667,0.0480286738351254,0.441548630800441,0.0837390457640855,0.346455406730393,8,"low"
"467",467,"sj",1999,15,"T2",0.268109053803258,0.193522785458269,0.376203965925445,0.152872444011552,0.258248938259161,15,"low"
"468",468,"sj",1999,16,"T2",0.336511662143753,0,0.610576015056112,0.125608568646469,0.474844821959286,17,"low"
"469",469,"sj",1999,17,"T2",0.336495695247145,0.0261136712749616,0.581680830994584,0.0934761441089526,0.439725579874942,10,"low"
"470",470,"sj",1999,18,"T2",0.353874539074774,0.225806451612903,0.633994334207143,0.049659201557732,0.580855929435774,9,"low"
"471",471,"sj",1999,19,"T2",0.277717134535921,0.119047619047619,0.589990557170539,0.0837390457640855,0.486115648478416,11,"low"
"472",472,"sj",1999,20,"T2",0.409014570930255,0.0865847414234511,0.679508970752766,0.12463485881171,0.56435805292317,20,"low"
"473",473,"sj",1999,21,"T2",0.394193899134298,0.0390681003584229,0.716147308790033,0.0584225900685214,0.677229663514664,13,"low"
"474",474,"sj",1999,22,"T2",0.255320160520702,0.00552995391705069,0.786779981087321,0.129503407984143,0.67788304476099,11,"low"
"475",475,"sj",1999,23,"T2",0.260845025247037,0.256912442396313,0.712559017968367,0.0778967867575741,0.701894805623492,16,"low"
"476",476,"sj",1999,24,"T2",0.312461531810223,0.294777265745008,0.755618507960552,0.0701071080815441,0.716595883705842,11,"low"
"477",477,"sj",1999,25,"T2",0.281505605542256,0.24815668202765,0.625495750675182,0.0399221032135464,0.700751388439564,7,"low"
"478",478,"sj",1999,26,"T2",0.355367212017487,0.044342037890425,0.728800755476067,0.0671859785786292,0.724436458673186,17,"low"
"479",479,"sj",1999,27,"T3",0.384141937278988,0.187660010240655,0.643626062271714,0.068159688412707,0.638026788632209,14,"low"
"480",480,"sj",1999,28,"T3",0.303584778247025,0.0756016385048643,0.681397544841605,0.0778967867575741,0.696177719703849,13,"low"
"481",481,"sj",1999,29,"T3",0.392761027318174,0.246697388632872,0.68932955617335,0.0438169425512207,0.755472067959417,15,"low"
"482",482,"sj",1999,30,"T3",0.396628494650249,0.0218381976446493,0.717658168034662,0.075949367088737,0.707448546234413,30,"low"
"483",483,"sj",1999,31,"T3",0.27236723235258,0.0563492063492064,0.775070821577905,0.0730282375851406,0.782260699115946,25,"low"
"484",484,"sj",1999,32,"T3",0.432002728023212,0.113236047107015,0.705193578836839,0.0331061343722757,0.742894478936202,40,"low"
"485",485,"sj",1999,33,"T3",0.342594295410041,0.0813620071684588,0.752407931983097,0.0457643622200578,0.756615485143346,44,"low"
"486",486,"sj",1999,34,"T3",0.299354346895195,0.342165898617512,0.739187913096853,0.0535540408960878,0.759719046066252,25,"low"
"487",487,"sj",1999,35,"T3",0.359206754742108,0.0793138760880696,0.769782814023414,0.0428432327164613,0.765436131985896,21,"low"
"488",488,"sj",1999,36,"T3",0.295914926497397,0.169124423963134,0.78640226624311,0.0584225900685214,0.754001960146609,48,"low"
"489",489,"sj",1999,37,"T3",0.297253463709149,0.310394265232975,0.836260623166621,0.0545277507301656,0.799738647503757,56,"low"
"490",490,"sj",1999,38,"T3",0.318212928104505,0.113773681515617,0.784891406998489,0.0915287244401155,0.743057824244925,60,"low"
"491",491,"sj",1999,39,"T3",0.33155754063241,0.159779825908858,0.794334277574855,0.0584225900685214,0.758085592944721,45,"low"
"492",492,"sj",1999,40,"T4",0.363385596115054,0.13399897593446,0.7748819640897,0.0399221032135464,0.732277033651964,55,"low"
"493",493,"sj",1999,41,"T4",0.234429106524358,0.116026625704045,0.686307837551894,0.0408958130476242,0.639006860507414,32,"low"
"494",494,"sj",1999,42,"T4",0.175660307551848,0.439298515104967,0.712559017968367,0.0340798442063535,0.754655341392935,46,"low"
"495",495,"sj",1999,43,"T4",0.298919966285569,0.173937532002048,0.683286118930437,0.0564751703990027,0.803495589684423,61,"low"
"496",496,"sj",1999,44,"T4",0.367007596508795,0.0123911930363543,0.703871576948209,0.0360272638751906,0.720189480566351,42,"low"
"497",497,"sj",1999,45,"T4",0.321915265875671,0.0512800819252432,0.617186024499234,0.0467380720548171,0.638353479261088,37,"low"
"498",498,"sj",1999,46,"T4",0.20554620169678,0.214183307731695,0.572804532618427,0.0311587147034386,0.697647827505223,43,"low"
"499",499,"sj",1999,47,"T4",0.267539111028489,0.575780849974398,0.541643059491658,0.0370009737099499,0.703691604053747,34,"low"
"500",500,"sj",1999,48,"T4",0.352383264457827,0.00540194572452637,0.548253068934779,0.129503407984143,0.513557660892704,40,"low"
"501",501,"sj",1999,49,"T4",0.467613796711224,0.162493599590374,0.356562795084292,0.00292112950359647,0.423064358053615,25,"low"
"502",502,"sj",1999,50,"T4",0.318655043509102,0,0.365439093460449,0.0311587147034386,0.230316889907269,16,"low"
"503",503,"sj",1999,51,"T4",0.341157446537518,0,0.363172804527414,0.0301850048686793,0.311172819337326,17,"low"
"504",504,"sj",2000,52,"T4",0.18018053598173,0.103302611367127,0.493295561812776,0.0876338851024413,0.404933028419479,17,"low"
"505",505,"sj",2000,1,"T1",0.408025434956179,0.209242191500256,0.464400377751255,0.0370009737099499,0.458183600137959,16,"low"
"506",506,"sj",2000,2,"T1",0.599459586345149,0.115693804403482,0.370915958370954,0.0477117818888949,0.331264292721874,23,"low"
"507",507,"sj",2000,3,"T1",0.690749877671989,0,0.258168083125901,0.0331061343722757,0.102254165307256,18,"low"
"508",508,"sj",2000,4,"T1",0.692036449130999,0,0.204721435248526,0.118792599805198,0.0284220842894943,18,"low"
"509",509,"sj",2000,5,"T1",0.539916472512068,0,0.401322001809302,0.0603700097373585,0.285527605364726,9,"low"
"510",510,"sj",2000,6,"T1",0.418221075133176,0.0619303635432668,0.401888574141717,0.0516066212272507,0.335837961457589,7,"low"
"511",511,"sj",2000,7,"T1",0.413514183484359,0,0.411142587362085,0.068159688412707,0.3319176739682,7,"low"
"512",512,"sj",2000,8,"T1",0.437444101106809,0.0196364567332309,0.324268177557104,0.0428432327164613,0.223456386803697,4,"low"
"513",513,"sj",2000,9,"T1",0.466246468796139,0.252048131080389,0.253446647771611,0.075949367088737,0.213982358703388,3,"low"
"514",514,"sj",2000,10,"T1",0.53971753587637,0.0293906810035842,0.207176581669774,0.113924050632765,0,2,"low"
"515",515,"sj",2000,11,"T1",0.452032201014528,0.0664618535586278,0.222096317288843,0.068159688412707,0.116955243389606,8,"low"
"516",516,"sj",2000,12,"T1",0.504032360113547,0,0.278753541011474,0.0662122687438699,0.138843515192974,3,"low"
"517",517,"sj",2000,13,"T1",0.499292175459755,0.00535074244751664,0.227006609999132,0.185004868549068,0.105357726230162,1,"low"
"518",518,"sj",2000,14,"T2",0.421833087485732,0.0185099846390169,0.420585457938458,0.0817916260952484,0.382228030061062,1,"low"
"519",519,"sj",2000,15,"T2",0.356006320929769,0,0.412086874406505,0.148977604673878,0.335511270828709,2,"low"
"520",520,"sj",2000,16,"T2",0.136772800947326,0,0.394900849854385,0.0593962999025992,0.292224763148141,3,"low"
"521",521,"sj",2000,17,"T2",0.44278405715683,0.210087045570917,0.490084985835321,0.125608568646469,0.446749428298671,3,"low"
"522",522,"sj",2000,18,"T2",0.365281411544736,0.0156938044034818,0.530500472182458,0.0740019474198999,0.43041489709479,2,"low"
"523",523,"sj",2000,19,"T2",0.368406536923464,0.0551203277009729,0.487063267213865,0.0963972736125491,0.448546226728926,0,"low"
"524",524,"sj",2000,20,"T2",0.368755783102039,0.174449564772145,0.546742209557952,0.0876338851024413,0.480561907878929,0,"low"
"525",525,"sj",2000,21,"T2",0.406303218666947,0.10099846390169,0.54768649673457,0.106134371957416,0.51698791244449,2,"low"
"526",526,"sj",2000,22,"T2",0.379825829487717,0.124193548387097,0.613975448521772,0.0730282375851406,0.557007513881995,2,"low"
"527",527,"sj",2000,23,"T2",0.394732205661691,0.117818740399386,0.659490084935203,0.0749756572539777,0.60813459654134,0,"low"
"528",528,"sj",2000,24,"T2",0.388496357240545,0.118740399385561,0.680830972641389,0.068159688412707,0.541816399873476,6,"low"
"529",529,"sj",2000,25,"T2",0.506087857081675,0.117665130568356,0.643437204915716,0.0662122687438699,0.63721006207716,3,"low"
"530",530,"sj",2000,26,"T2",0.39459797476973,0.0868919610855095,0.657223796002161,0.0545277507301656,0.570565174780416,6,"low"
"531",531,"sj",2000,27,"T3",0.290753273047221,0.0203533026113671,0.724834749810191,0.0632911392402734,0.631492976157516,2,"low"
"532",532,"sj",2000,28,"T3",0.517945771331503,0.0148745519713262,0.712559017968367,0.0632911392402734,0.632309702712565,3,"low"
"533",533,"sj",2000,29,"T3",0.552627547079893,0.0243983614951357,0.730878186920905,0.105160662122657,0.65713819014155,2,"low"
"534",534,"sj",2000,30,"T3",0.563846869281109,0,0.697072710149089,0.068159688412707,0.642273766750477,4,"low"
"535",535,"sj",2000,31,"T3",0.371030583928309,0.0836405529953917,0.713692162368793,0.0662122687438699,0.700914733748287,5,"low"
"536",536,"sj",2000,32,"T3",0.475985018491405,0.155427547363031,0.699150141593927,0.0788704965923335,0.719046063382422,2,"low"
"537",537,"sj",2000,33,"T3",0.475555965768365,0.022068612391193,0.779036827243781,0.0574488802337621,0.72623325710344,9,"low"
"538",538,"sj",2000,34,"T3",0.470162842606803,0.0701484895033282,0.771104815912037,0.100292112950223,0.722966350871812,2,"low"
"539",539,"sj",2000,35,"T3",0.554625141347721,0.420532514080901,0.703871576948209,0.0642648490750327,0.745017967983902,4,"low"
"540",540,"sj",2000,36,"T3",0.451588690078023,0.068868407578085,0.777525967866954,0.0925024342748749,0.76478275073957,8,"low"
"541",541,"sj",2000,37,"T3",0.473637214164106,0.0781362007168459,0.814164305904221,0.0632911392402734,0.754491996084212,6,"low"
"542",542,"sj",2000,38,"T3",0.457321686025663,0.13026113671275,0.785457979198698,0.075949367088737,0.737177393016558,3,"low"
"543",543,"sj",2000,39,"T3",0.36428576448535,0.109190988223246,0.693295561839219,0.0253164556962457,0.728356746162575,11,"low"
"544",544,"sj",2000,40,"T4",0.597269900392925,0.324295954941116,0.735977337119398,0.0691333982474663,0.774746814766048,14,"low"
"545",545,"sj",2000,41,"T4",0.701993171172051,0.0219406041986687,0.745042492851561,0.14021421616377,0.619242077751747,15,"low"
"546",546,"sj",2000,42,"T4",0.356986654855242,0.0955965181771633,0.764494806468915,0.165530671859334,0.684743547864562,20,"low"
"547",547,"sj",2000,43,"T4",0.416548811622231,0.160189452124936,0.711614730923955,0.143135345666685,0.617608624630215,9,"low"
"548",548,"sj",2000,44,"T4",0.429670834715367,0.206374807987711,0.743720490962938,0.105160662122657,0.717902646198494,20,"low"
"549",549,"sj",2000,45,"T4",0.295664489286261,0.199436763952893,0.585080264328052,0.154819863680389,0.405096373739636,28,"low"
"550",550,"sj",2000,46,"T4",0.294181738729078,0.0161290322580645,0.601699716679955,0.186952288217905,0.374550800391007,38,"low"
"551",551,"sj",2000,47,"T4",0.345838833059627,0,0.698583569393718,0.0925024342748749,0.494119568765917,30,"low"
"552",552,"sj",2000,48,"T4",0.401668041153842,0.0283410138248848,0.658734655378988,0.068159688412707,0.576118915391336,30,"low"
"553",553,"sj",2000,49,"T4",0.307334807168691,0.0504096262160778,0.669877242688195,0.0477117818888949,0.578079059130314,23,"low"
"554",554,"sj",2000,50,"T4",0.226891675246918,0,0.612653446633149,0.0798442064264112,0.40444299249331,16,"low"
"555",555,"sj",2000,51,"T4",0.193342434408523,0,0.521624173674095,0.0243427458621679,0.428454753355813,22,"low"
"556",556,"sj",2001,1,"T1",0.333148080733139,0,0.507837582587642,0.13145082765298,0.426331264296678,28,"low"
"557",557,"sj",2001,2,"T1",0.389411360995092,0.127521761392729,0.526534466516582,0.133398247322499,0.38451486442892,14,"low"
"558",558,"sj",2001,3,"T1",0.371515709374873,0,0.422096317315286,0.14021421616377,0.252205161710637,17,"low"
"559",559,"sj",2001,4,"T1",0.381362046099213,0,0.447025495710938,0.0535540408960878,0.344985298929018,20,"low"
"560",560,"sj",2001,5,"T1",0.363492825769522,0.0608806963645673,0.44117091595623,0.094449853943712,0.41881737994678,17,"low"
"561",561,"sj",2001,6,"T1",0.334461166180863,0.0274705581157194,0.428517469270203,0.0516066212272507,0.307905913105697,10,"low"
"562",562,"sj",2001,7,"T1",0.276062584082631,0,0.436071765757737,0.0671859785786292,0.347435478605599,13,"low"
"563",563,"sj",2001,8,"T1",0.49076349186105,0,0.420585457938458,0.0535540408960878,0.272459980403908,20,"low"
"564",564,"sj",2001,9,"T1",0.729032712453923,0,0.332766761089058,0.04479065238598,0.291571381901816,9,"low"
"565",565,"sj",2001,10,"T1",0.58937177650202,0.0175115207373272,0.330311614667811,0.121713729308795,0.22361973211242,18,"low"
"566",566,"sj",2001,11,"T1",0.673789177950111,0,0.518602455184837,0.154819863680389,0.419797451810552,9,"low"
"567",567,"sj",2001,12,"T1",0.359456721188226,0,0.49405099150119,0.0740019474198999,0.316399869330801,8,"low"
"568",568,"sj",2001,13,"T1",0.5641242574403,0.0156426011264721,0.40415486307476,0.0506329113924914,0.439072198628617,19,"low"
"569",569,"sj",2001,14,"T2",0.415367303181063,0,0.559962228444196,0.0895813047712784,0.413917020582185,11,"low"
"570",570,"sj",2001,15,"T2",0.656711359714527,0.0133128520225294,0.459678942396965,0.0691333982474663,0.393008820654023,4,"low"
"571",571,"sj",2001,16,"T2",0.397548485440745,0.0303123399897593,0.48007554292654,0.167478091528853,0.308885984969469,6,"low"
"572",572,"sj",2001,17,"T2",0.319705630382724,0.0913722478238607,0.544098205780706,0.120740019474035,0.44756615485372,6,"low"
"573",573,"sj",2001,18,"T2",0.299178711032501,0.0511520737327189,0.482719546703785,0.0847127555988448,0.382554720678508,8,"low"
"574",574,"sj",2001,19,"T2",0.247011444321338,0.153328213005632,0.632294617606509,0.125608568646469,0.578079059130314,13,"low"
"575",575,"sj",2001,20,"T2",0.394981096472605,0.19805427547363,0.594711992392623,0.108081791626253,0.634923227709303,8,"low"
"576",576,"sj",2001,21,"T2",0.365346117288472,0.0909882232462878,0.702738432415592,0.16845180136293,0.573342045085876,8,"low"
"577",577,"sj",2001,22,"T2",0.347490517014943,0.0276497695852535,0.680264400308981,0.117818889970439,0.603724273114348,5,"low"
"578",578,"sj",2001,23,"T2",0.330039914349879,0.157014848950333,0.701794145371172,0.155793573515148,0.595393662209401,16,"low"
"579",579,"sj",2001,24,"T2",0.445265561543133,0.0561443932411674,0.76525023602513,0.119766309639958,0.632799738650168,12,"low"
"580",580,"sj",2001,25,"T2",0.242711856610496,0.162186379928315,0.698394712037712,0.128529698150065,0.554230643587968,11,"low"
"581",581,"sj",2001,26,"T2",0.302093319235472,0.0965693804403482,0.78054768648841,0.120740019474035,0.676902972885784,18,"low"
"582",582,"sj",2001,27,"T3",0.349358446951178,0.218689196108551,0.736543909319607,0.0954235637777897,0.689480561909,10,"low"
"583",583,"sj",2001,28,"T3",0.290912929440947,0.056041986687148,0.794145420218857,0.0934761441089526,0.689317216600276,22,"low"
"584",584,"sj",2001,29,"T3",0.354082050059674,0.12642089093702,0.758262511737805,0.119766309639958,0.658444952634202,14,"low"
"585",585,"sj",2001,30,"T3",0.303634941961567,0.0917818740399386,0.782625118065447,0.129503407984143,0.692420777523183,16,"low"
"586",586,"sj",2001,31,"T3",0.331413905615517,0.187403993855607,0.761850802691669,0.0886075949365191,0.690950669721808,18,"low"
